39,電気機械,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,39,電気機械,,,,,,,
40,測量・光学・医療用機械,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,40,測量・光学・医療用機械,,,,,,,
41,事務用機器,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,41,事務用機器,,,,,,,
42,その他機械,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42,その他機械,,,,,,,
化学工業品,,-,-,-,-,-,-,-,-,-,-,-,-,"33,732",-,"33,732","33,732",-,"33,732",化学工業品,,,,,,,,
43,陶磁器,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,43,陶磁器,,,,,,,
44,セメント,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,44,セメント,,,,,,,
45,ガラス類,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,45,ガラス類,,,,,,,
46,窯業品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,46,窯業品,,,,,,,
47,重油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47,重油,,,,,,,
48,揮発油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,48,揮発油,,,,,,,
49,その他の石油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,49,その他の石油,,,,,,,
50,LNG/液化天然ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,LNG/液化天然ガス,,,,,,,
51,LPG/液化石油ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,51,LPG/液化石油ガス,,,,,,,
52,その他石油製品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,52,その他石油製品,,,,,,,
53,コークス,-,-,-,-,-,-,-,-,-,-,-,-,"33,732",-,"33,732","33,732",-,"33,732",53,コークス,,,,,,,
54,石炭製品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,54,石炭製品,,,,,,,
55,化学薬品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,55,化学薬品,,,,,,,
56,化学肥料,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,56,化学肥料,,,,,,,
57,その他化学工業品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,57,その他化学工業品,,,,,,,
軽工業品,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,軽工業品,,,,,,,,
58,紙・パルプ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,58,紙・パルプ,,,,,,,
59,糸及び紡績半製品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,59,糸及び紡績半製品,,,,,,,
60,その他繊維工業品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60,その他繊維工業品,,,,,,,
61,砂糖,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,61,砂糖,,,,,,,
62,製造食品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,62,製造食品,,,,,,,
63,飲料,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,63,飲料,,,,,,,
64,水,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,64,水,,,,,,,
65,たばこ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,65,たばこ,,,,,,,
66,その他食料工業品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,66,その他食料工業品,,,,,,,
雑工業品,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,雑工業品,,,,,,,,
67,がん具,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,67,がん具,,,,,,,
68,衣服・身廻品・はきもの,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,68,衣服・身廻品・はきもの,,,,,,,
69,文房具・運動娯楽用品・楽器,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,69,文房具・運動娯楽用品・楽器,,,,,,,
70,家具装備品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,70,家具装備品,,,,,,,
71,その他日用品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,71,その他日用品,,,,,,,
72,ゴム製品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,72,ゴム製品,,,,,,,
73,木製品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,73,木製品,,,,,,,
74,その他製造工業品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,74,その他製造工業品,,,,,,,
特殊品,,-,-,-,-,-,-,-,-,-,-,-,-,172,-,172,172,-,172,特殊品,,,,,,,,
75,金属くず,-,-,-,-,-,-,-,-,-,-,-,-,172,-,172,172,-,172,75,金属くず,,,,,,,
76,再利用資材,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,76,再利用資材,,,,,,,
77,動植物性製造飼肥料,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,77,動植物性製造飼肥料,,,,,,,
78,廃棄物,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,78,廃棄物,,,,,,,
79,廃土砂,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,79,廃土砂,,,,,,,
80,輸送用容器,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,80,輸送用容器,,,,,,,
81,取合せ品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,81,取合せ品,,,,,,,
分類不能のもの,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,分類不能のもの,,,,,,,,
