実数・増加率,年次・四半期・月次コード,年次・四半期・月次,西暦（年）,月,調査世帯数（世帯）,世帯人員（人）,有業人員（人）,世帯主平均年齢（歳）,実収入（円）,実収入／経常収入（円）,実収入／経常収入／勤め先収入（円）,実収入／経常収入／勤め先収入／世帯主の配偶者の収入（円）,実収入／経常収入／勤め先収入／他の世帯員収入（円）,実収入／経常収入／事業・内職収入（円）,実収入／経常収入／他の経常収入（円）,実収入／経常収入／他の経常収入／社会保障給付（円）,実収入／特別収入（円）,可処分所得（円）,消費支出（円）,消費支出／食料（円）,消費支出／住居（円）,消費支出／光熱・水道（円）,消費支出／家具・家事用品（円）,消費支出／被服及び履物（円）,消費支出／保健医療（円）,消費支出／交通・通信（円）,消費支出／教育（円）,消費支出／教養娯楽（円）,消費支出／その他の消費支出（円）
jissu,tuki,実数_平成27年2月,2015,2,230,2.43,0.43,73.7,291738,287837,12225,3530,8696,7403,268208,266317,3901,258830,259789,67246,24188,34172,6620,5915,15940,30670,80,30172,44786
jissu,tuki,実数_平成27年3月,2015,3,229,2.45,0.41,73.8,39036,33662,13188,3579,9609,7913,12562,8389,5373,5312,285271,76684,28733,31121,8837,6124,18135,23474,57,38126,53978
jissu,tuki,実数_平成27年4月,2015,4,225,2.42,0.44,74.2,305757,301997,12699,1913,10786,11314,277985,273546,3760,273571,280304,75380,21346,27902,5473,9719,12977,19111,22532,34407,51457
jissu,tuki,実数_平成27年5月,2015,5,237,2.37,0.43,74.4,39976,37968,14490,4137,10352,7503,15975,10216,2008,18603,271615,76212,15329,21987,14989,9514,12154,22249,1993,44225,52963
meimoku,nen,対前年（同期・同月）名目増加率_平成23年平均,2011,,-,-,-,-,0.3,0.7,-14.2,7.6,-27.1,23.3,1.6,2.2,-12.9,1.5,-1.4,2.6,-10.9,-7,6.9,3.8,3.9,-9.9,-7,-6.8,2.4
meimoku,nen,対前年（同期・同月）名目増加率_平成24年平均,2012,,-,-,-,-,-2.5,-2.6,18.8,10.6,25.9,-5.4,-4.5,-4.2,1.5,-2.1,3.5,2,23.8,12.1,-4,5,4.3,10.9,83.2,-7,-2.2
meimoku,nen,対前年（同期・同月）名目増加率_平成25年平均,2013,,-,-,-,-,1.6,0.1,0.4,-32.5,25.5,11.1,-0.3,0.2,52.1,-0.5,3,-0.8,9.6,4.1,7,-0.9,1.2,1.5,-64.7,5,8.6
meimoku,nen,対前年（同期・同月）名目増加率_平成26年平均,2014,,-,-,-,-,-4.3,-2.7,-3.1,-39,11.7,19.5,-3.7,-5.8,-41.3,-3.9,-4.1,1.3,-18,-0.9,-1.8,-6.8,-3.3,2.4,-38.2,0.2,-10.5
meimoku,sihan,対前年（同期・同月）名目増加率_平成26年1～3月,2014,1～3,-,-,-,-,-4.8,-6,81.7,45.3,96.7,26.7,-16.2,-19.4,28.3,-3.9,3.4,1.4,34.2,3.4,21.7,-2.5,-3.5,7.2,-13,-5.5,0.9
meimoku,sihan,対前年（同期・同月）名目増加率_平成26年4～6月,2014,4～6,-,-,-,-,-11.9,-6.8,94.8,-28.3,173.5,4.9,-12,-14.1,-74.4,-10.7,-7.1,-2.6,-28.9,-2.4,9.9,-0.7,-20.3,3.2,-60.7,8.3,-13.7
meimoku,sihan,対前年（同期・同月）名目増加率_平成26年7～9月,2014,7～9,-,-,-,-,2.1,2.2,-21.5,-47.2,-10.3,21.8,5.5,2.2,0.2,5.2,-11.2,-0.5,-29.6,-7.2,-31.4,-23.9,-4.7,-8.3,-27.2,-4.3,-17.3
meimoku,sihan,対前年（同期・同月）名目増加率_平成26年10～12月,2014,10～12,-,-,-,-,0.1,0.3,-49.2,-69.6,-42.3,25.6,7.4,6.7,-12,-1.8,-1,6.5,-25,0.9,2,-1.2,16.6,10.2,-14.1,2.5,-10.5
meimoku,sihan,対前年（同期・同月）名目増加率_平成27年1～3月,2015,1～3,-,-,-,-,-4.7,-3.8,-34.3,-25.2,-37.2,-1.3,2.5,5.7,-23.9,-13.1,0.1,1.9,9.3,6.6,-31.8,-14.5,-6.7,17,-90.6,8.4,-9.6
meimoku,tuki,対前年（同期・同月）名目増加率_平成26年5月,2014,5,-,-,-,-,50.9,82,122.5,5.2,200.1,54.8,66.2,8.8,-68.8,...,-13.4,-1.9,-72.7,-8.1,-10.9,-5,-34.3,5.8,444.9,2.2,-3.1
meimoku,tuki,対前年（同期・同月）名目増加率_平成26年6月,2014,6,-,-,-,-,-16.8,-8.9,86.4,-57.6,150.2,-9.5,-13,-14.5,-85.9,-18.8,-8.2,0.2,-22.3,-1.7,19.8,-11.5,-23.8,-11.9,43.8,19.2,-25.7
meimoku,tuki,対前年（同期・同月）名目増加率_平成26年7月,2014,7,-,-,-,-,26,25.9,6.6,-55.4,43.1,-6.6,90.1,2,27.3,552,-7.1,-2.4,-9,-4.7,-37.4,-24.4,-0.8,17.2,-47.5,-11.8,-9.2
meimoku,tuki,対前年（同期・同月）名目増加率_平成26年8月,2014,8,-,-,-,-,1.2,0.8,-25.1,-38.3,-20.3,48.2,1.8,1.4,28.1,3.1,-9,-3.2,-53.8,-6.1,-42.7,-14.8,-4.7,23.9,99.6,28.3,-22.9
meimoku,tuki,対前年（同期・同月）名目増加率_平成26年9月,2014,9,-,-,-,-,-10.2,-6.3,-36.4,-48.2,-31.6,29.9,56.1,45.8,-35.5,-48.4,-17.3,4.4,-33.7,-10.6,-0.2,-31.5,-8.1,-40.7,-35.8,-22.4,-21.5
meimoku,tuki,対前年（同期・同月）名目増加率_平成26年10月,2014,10,-,-,-,-,4.1,4,-53.6,-64.6,-50.4,40,8.5,7.7,16,1,-3.8,5.4,-34.3,-0.6,-21.8,-8.6,20.1,29.4,75.7,-6.5,-10.5
meimoku,tuki,対前年（同期・同月）名目増加率_平成26年11月,2014,11,-,-,-,-,-30.7,-30.6,-48.7,-67.9,-43.7,36.9,-18.7,115.2,-31.8,-40.8,-5.9,5.9,-22.9,-3.5,-16.9,-3.4,30.7,2.3,-79,7.2,-26.3
meimoku,tuki,対前年（同期・同月）名目増加率_平成26年12月,2014,12,-,-,-,-,0.3,0.4,-46.6,-72.9,-35,3,7,4.6,-13.1,0.1,6,7.9,-12.8,6.2,44,9.6,1.7,2.7,-87.2,9.8,5.4
meimoku,tuki,対前年（同期・同月）名目増加率_平成27年1月,2015,1,-,-,-,-,-26.7,-29.6,-43.8,-54.7,-39.2,22.3,-21.6,5.4,-3.6,-59.5,6.9,4.5,-16.9,8.6,-36.4,16.1,-11.1,58.6,-91.1,21.1,1.3
meimoku,tuki,対前年（同期・同月）名目増加率_平成27年2月,2015,2,-,-,-,-,-0.4,-0.6,-32.6,-15.9,-37.6,-19.8,2.3,3.8,13.6,-1.5,4.1,4.7,26.1,7.9,-21.6,-26.4,-10.2,41.8,-84.2,27.8,-17.7
meimoku,tuki,対前年（同期・同月）名目増加率_平成27年3月,2015,3,-,-,-,-,-13.3,-4.1,-23.5,38.6,-34.5,4.6,21.9,161.2,-45.9,-82.7,-9,-2.6,18.2,3.2,-34.4,-29.5,0.6,-31.1,-93.7,-10.1,-14.2
meimoku,tuki,対前年（同期・同月）名目増加率_平成27年4月,2015,4,-,-,-,-,2.1,3.2,-14.9,-40.8,-7.7,56.4,2.8,2.5,-45.3,0.8,2.4,10.5,-29.7,11.7,-32.8,-8.6,-31.8,-16.6,...,-2.8,-3.3
meimoku,tuki,対前年（同期・同月）名目増加率_平成27年5月,2015,5,-,-,-,-,-17.1,-17.8,-20.9,19.9,-30.4,-10.7,-17.9,-6.5,-2.4,-5.8,12.4,4.2,49.7,5.8,52.9,4.5,-1.7,-5.9,86.6,32,10.2
jissitu,nen,対前年（同期・同月）実質増加率_平成23年平均,2011,,-,-,-,-,0.8,1.2,-13.8,8.1,-26.7,23.9,2.1,2.7,-12.5,2,-0.9,3.3,-10.4,-9.4,13.2,3.4,4.5,-10.4,-7,-3.5,-
jissitu,nen,対前年（同期・同月）実質増加率_平成24年平均,2012,,-,-,-,-,-2,-2.1,19.4,11.2,26.5,-4.9,-4,-3.7,2,-1.6,4,2.7,24.5,5.6,1.9,5.2,4.6,11,82.7,-4.6,-
jissitu,nen,対前年（同期・同月）実質増加率_平成25年平均,2013,,-,-,-,-,1.4,-0.1,0.2,-32.6,25.2,10.9,-0.5,0,51.8,-0.7,2.8,-0.4,10.2,-1.6,9.7,-0.5,1.8,1.1,-64.8,6.1,-
jissitu,nen,対前年（同期・同月）実質増加率_平成26年平均,2014,,-,-,-,-,-7.1,-5.5,-5.9,-40.8,8.4,16,-6.5,-8.5,-43,-6.7,-6.9,-2,-18.5,-6.1,-4.9,-8.4,-4,0,-39.6,-3.5,-
jissitu,sihan,対前年（同期・同月）実質増加率_平成26年1～3月,2014,1～3,-,-,-,-,-6.1,-7.3,79.2,43.3,94,25,-17.4,-20.5,26.5,-5.2,2,0,34.7,-1.7,19,-3.3,-2.5,6.2,-13.5,-7,-
jissitu,sihan,対前年（同期・同月）実質増加率_平成26年4～6月,2014,4～6,-,-,-,-,-15.1,-10.2,87.7,-30.9,163.5,1.1,-15.2,-17.2,-75.3,-14,-10.5,-7,-29.3,-9.1,4.9,-2.3,-21.1,0.3,-61.8,3.4,-
jissitu,sihan,対前年（同期・同月）実質増加率_平成26年7～9月,2014,7～9,-,-,-,-,-1.4,-1.4,-24.2,-49,-13.4,17.6,1.8,-1.4,-3.3,1.5,-14.3,-4.5,-30.4,-11.8,-33.8,-25.5,-6,-10.8,-29.2,-8.6,-
jissitu,sihan,対前年（同期・同月）実質増加率_平成26年10～12月,2014,10～12,-,-,-,-,-2.7,-2.5,-50.6,-70.5,-43.9,22.1,4.4,3.7,-14.5,-4.6,-3.8,3.6,-25.7,-3.2,-0.3,-3.4,14.8,7,-16.4,-1.4,-
jissitu,sihan,対前年（同期・同月）実質増加率_平成27年1～3月,2015,1～3,-,-,-,-,-7.5,-6.6,-36.2,-27.4,-39,-4.2,-0.5,2.6,-26.1,-15.6,-2.8,-1.7,8.2,0.5,-31.9,-16.4,-8.5,15.3,-90.8,4.6,-
jissitu,tuki,対前年（同期・同月）実質増加率_平成26年5月,2014,5,-,-,-,-,45.1,75,113.9,1.2,188.6,48.8,59.8,4.6,-70,-,-16.7,-6.7,-72.9,-15.5,-15.2,-6.6,-35,2.6,430.1,-1.8,-
jissitu,tuki,対前年（同期・同月）実質増加率_平成26年6月,2014,6,-,-,-,-,-19.9,-12.3,79.4,-59.2,140.8,-12.9,-16.3,-17.7,-86.4,-21.8,-11.6,-4.2,-22.8,-8.3,14,-12.5,-24.7,-14.5,39.9,13.5,-
jissitu,tuki,対前年（同期・同月）実質増加率_平成26年7月,2014,7,-,-,-,-,21.7,21.6,3,-56.9,38.3,-9.8,83.7,-1.4,23,530,-10.2,-6,-10.1,-10,-39.7,-25.6,-2.2,13.6,-48.9,-15.9,-
jissitu,tuki,対前年（同期・同月）実質増加率_平成26年8月,2014,8,-,-,-,-,-2.2,-2.6,-27.6,-40.4,-23,43.2,-1.6,-2,23.8,-0.4,-12.1,-7.1,-54.3,-10.6,-44.7,-17.2,-6,20.8,94.2,22.7,-
jissitu,tuki,対前年（同期・同月）実質増加率_平成26年9月,2014,9,-,-,-,-,-13.3,-9.6,-38.6,-50,-34,25.4,50.7,40.7,-37.7,-50.2,-20.2,-0.4,-34.3,-14.4,-3.7,-32.8,-9.5,-42.1,-37.5,-25.7,-
jissitu,tuki,対前年（同期・同月）実質増加率_平成26年10月,2014,10,-,-,-,-,0.9,0.8,-55,-65.7,-51.9,35.7,5.1,4.4,12.4,-2.1,-6.8,1.9,-35,-4.2,-24.7,-11.2,18.3,25.4,70.9,-10.6,-
jissitu,tuki,対前年（同期・同月）実質増加率_平成26年11月,2014,11,-,-,-,-,-32.5,-32.4,-50,-68.7,-45.2,33.3,-20.8,109.5,-33.6,-42.4,-8.4,3.4,-23.7,-7.4,-18.4,-5.4,28.6,-0.7,-79.6,3.3,-
jissitu,tuki,対前年（同期・同月）実質増加率_平成26年12月,2014,12,-,-,-,-,-2.4,-2.3,-48.1,-73.6,-36.8,0.2,4.1,1.8,-15.5,-2.6,3.1,5,-13.7,1.2,42.2,7.2,-0.3,0.1,-87.5,6.1,-
jissitu,tuki,対前年（同期・同月）実質増加率_平成27年1月,2015,1,-,-,-,-,-28.8,-31.7,-45.4,-56,-41,18.7,-23.9,2.3,-6.4,-60.7,3.8,0.6,-17.7,2.7,-36.5,13.2,-12.8,56.1,-91.3,17.2,-
jissitu,tuki,対前年（同期・同月）実質増加率_平成27年2月,2015,2,-,-,-,-,-3.2,-3.4,-34.5,-18.3,-39.4,-22.1,-0.6,0.9,10.4,-4.3,1.2,1,24.7,1.6,-21.4,-28,-12,39.8,-84.6,23.4,-
jissitu,tuki,対前年（同期・同月）実質増加率_平成27年3月,2015,3,-,-,-,-,-15.8,-6.9,-25.7,34.6,-36.4,1.6,18.3,153.6,-47.5,-83.2,-11.7,-6.2,16.9,-2.9,-34.8,-31,-1.6,-32.1,-93.8,-13.4,-
jissitu,tuki,対前年（同期・同月）実質増加率_平成27年4月,2015,4,-,-,-,-,1.1,2.2,-15.7,-41.4,-8.6,54.9,1.8,1.5,-45.8,-0.2,1.4,8.1,-29.9,6.9,-31.9,-8.6,-32.1,-15.8,-,-2.7,-
jissitu,tuki,対前年（同期・同月）実質増加率_平成27年5月,2015,5,-,-,-,-,-17.7,-18.4,-21.4,19.1,-30.9,-11.3,-18.5,-7.1,-3.1,-6.5,11.6,1.9,49.6,6.1,54.4,3.8,-2.7,-4.9,85.3,31.3,-
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
東京都生計分析調査　平成27年5月,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
主要指標３　―無職世帯―,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
