40,測量・光学・医療用機械,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,40,測量・光学・医療用機械,,,,,,,
41,事務用機器,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,41,事務用機器,,,,,,,
42,その他機械,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42,その他機械,,,,,,,
化学工業品,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"18,478",-,"18,478",化学工業品,,,,,,,,
43,陶磁器,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,43,陶磁器,,,,,,,
44,セメント,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,44,セメント,,,,,,,
45,ガラス類,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,45,ガラス類,,,,,,,
46,窯業品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"2,218",-,"2,218",46,窯業品,,,,,,,
47,重油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47,重油,,,,,,,
48,石油製品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,48,石油製品,,,,,,,
49,LNG/液化天然ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,49,LNG/液化天然ガス,,,,,,,
50,LPG/液化石油ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,LPG/液化石油ガス,,,,,,,
51,その他石油製品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,077",-,"1,077",51,その他石油製品,,,,,,,
52,コークス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"15,183",-,"15,183",52,コークス,,,,,,,
53,石炭製品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53,石炭製品,,,,,,,
54,化学薬品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,54,化学薬品,,,,,,,
55,化学肥料,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,55,化学肥料,,,,,,,
56,その他化学工業品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,56,その他化学工業品,,,,,,,
軽工業品,,"5,450",-,"5,450",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,軽工業品,,,,,,,,
57,紙・パルプ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,57,紙・パルプ,,,,,,,
58,糸及び紡績半製品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,58,糸及び紡績半製品,,,,,,,
59,その他繊維工業品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,59,その他繊維工業品,,,,,,,
60,砂糖,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60,砂糖,,,,,,,
61,製造食品,"5,450",-,"5,450",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,61,製造食品,,,,,,,
62,飲料,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,62,飲料,,,,,,,
63,水,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,63,水,,,,,,,
64,たばこ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,64,たばこ,,,,,,,
65,その他食料工業品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,65,その他食料工業品,,,,,,,
雑工業品,,-,-,-,-,-,-,-,-,-,182,-,182,182,-,182,-,-,-,雑工業品,,,,,,,,
66,がん具,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,66,がん具,,,,,,,
67,衣服・身廻品・はきもの,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,67,衣服・身廻品・はきもの,,,,,,,
68,文房具・運動娯楽用品・楽器,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,68,文房具・運動娯楽用品・楽器,,,,,,,
69,家具装備品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,69,家具装備品,,,,,,,
70,その他日用品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,70,その他日用品,,,,,,,
71,ゴム製品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,71,ゴム製品,,,,,,,
72,木製品,-,-,-,-,-,-,-,-,-,182,-,182,182,-,182,-,-,-,72,木製品,,,,,,,
73,その他製造工業品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,73,その他製造工業品,,,,,,,
特殊品,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,585,-,585,特殊品,,,,,,,,
74,金属くず,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,74,金属くず,,,,,,,
75,再利用資材,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,585,-,585,75,再利用資材,,,,,,,
76,動植物性製造飼肥料,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,76,動植物性製造飼肥料,,,,,,,
77,廃棄物,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,77,廃棄物,,,,,,,
78,廃土砂,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,78,廃土砂,,,,,,,
79,輸送用容器,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,79,輸送用容器,,,,,,,
80,取合せ品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,80,取合せ品,,,,,,,
分類不能のもの,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,分類不能のもの,,,,,,,,
