地域階層,地域コード,地域,District,総数 Total,宅地 Residential,その他 Other use,その他 Other use／うち屋外利用地 of which are open air,公園等 Parks etc.,未利用地等 Unused land etc.,道路等 Roads and others,道路等 Roads and others／うち道路 of which are roads,農用地 Farm use ,水面河川水路 Water space， rivers and canals ,森林 Woods and forests,原野 Fields
1,13210,小金井市,Koganei-shi,1132.2,685.1,36.7,36.4,97.6,16.6,180.7,165.5,85.9,12.7,12.3,4.7
1,13211,小平市,Kodaira-shi,2045,1219,85.4,75.4,155.4,17.2,302,285.4,220,7.7,35.9,2.3
1,13212,日野市,Hino-shi,2741.3,1207.1,118.1,116.7,130.2,87.5,432.1,400.8,192.3,85.9,203.3,284.7
1,13213,東村山市,Higashimurayama-shi,1714.9,940.3,76.2,75.7,96.9,24,259.7,239,197.6,16.7,81.5,22
1,13214,国分寺市,Kokubunji-shi,1153.9,670,55.7,55.4,31.2,11.6,178.2,166.5,170.8,2.3,30,4
1,13215,国立市,Kunitachi-shi,815.8,488.2,43.8,42.2,22.8,7.9,148.4,141.6,70.7,8.9,7.4,17.7
1,13218,福生市,Fussa-shi,1018.9,370.7,374.4,55.4,40.5,10.1,134.8,124.1,21.1,11.7,19.3,36.3
1,13219,狛江市,Komae-shi,642.7,362.5,35.8,35.6,25.3,5.6,104.6,101.1,47.1,18.8,7.1,36
1,13220,東大和市,Higashiyamato-shi,1352.4,541.1,58.4,58.1,91.3,29.7,189.7,186.5,90,150.6,198.5,3
1,13221,清瀬市,Kiyose-shi,1012,488.5,36.9,36.8,28,19.2,141.3,132.5,233.5,8.3,39,17.3
1,13222,東久留米市,Higashikurume-shi,1288.9,685.2,71.7,71.4,54.3,22.2,204.3,202.1,194.4,8.5,39.2,9
1,13223,武蔵村山市,Musashimurayama-shi,1543,628.7,165.2,66.1,34.8,79.9,176.7,176.7,229.3,10.2,210,8.1
1,13224,多摩市,Tama-shi,2107.6,888.4,77.4,77.1,291.9,85.1,400.8,382.5,50,40.5,141.9,131.7
1,13225,稲城市,Inagi-shi,1796.1,495.3,191.3,62.2,284.6,92.5,231.8,216.6,161.4,27.3,224.1,87.8
1,13227,羽村市,Hamura-shi,995.6,559.8,93.1,51.7,42.2,15.1,147.4,142.2,49.3,23.4,19,46.1
1,13228,あきる野市,Akiruno-shi,7343.6,950.5,162.1,108.2,290.4,107.8,351,342.5,508.9,142.5,4558.9,271.4
1,13229,西東京市,Nishitokyo-shi,1590.8,931,82.9,82.5,73.4,39,256,245.1,186.2,3.8,16.2,2.4
0,13300,郡部,All gun,37551.7,1107.1,587.7,147.9,94.2,116.8,492.8,478.8,687.3,581,33727.7,157.3
1,13303,瑞穂町,Mizuho-machi,1684.7,514.8,300.4,77.4,37.9,39.1,167.1,162.2,287.7,4.5,325.1,8.2
1,13305,日の出町,Hinode-machi,2805.1,319.9,83.7,32.4,31,59.4,103.6,103.6,140.5,25.7,1986,55.3
1,13307,檜原村,Hinohara-mura,10533.8,95.9,40.3,10.8,4.2,6.5,76.5,75.6,161,50.9,10034.5,64
1,13308,奥多摩町,Okutama-machi,22528.1,176.5,163.3,27.3,21.1,11.8,145.6,137.4,98.1,499.9,21382.1,29.8
0,13350,島部,All islands,33361.7,1257.5,258,147.9,188.6,110,965.3,700.6,1994.6,49.4,23841.4,4696.9
1,13361,大島町,Oshima-machi,9064.8,483,55.4,48.8,78.6,17.8,263.5,194.2,424.5,6.9,5825.1,1910.2
1,13362,利島村,Toshima-mura,406.8,13,1.9,1.8,1.9,0.2,13.9,10.5,9.1,0.3,275.7,90.7
1,13363,新島村,Niijima-mura,2665.8,121.3,85.9,11,28.1,8.9,86.4,61,72.2,1.6,1920.4,341.1
1,13364,神津島村,Kozushima-mura,1802.4,45.1,12.1,5.5,4,5.4,72.2,33,192,3.6,984.2,483.7
1,13381,三宅村,Miyake-mura,5528.2,156.5,23.7,23.7,7.9,10.1,130.9,96.2,249.2,16.3,4280.1,653.5
1,13382,御蔵島村,Mikurajima-mura,2036,8,2.1,2,2.9,0.2,15.2,13.8,28.3,0.5,1715,263.8
1,13401,八丈町,Hachijo-machi,6894,357.1,31.8,29.8,38.4,54.1,311.7,228.2,881.4,10.5,4924,284.9
1,13402,青ヶ島村,Aogashima-mura,592.9,12.1,5.5,5.5,0.9,5.2,11.8,10.1,60.9,0,338.6,158
1,13421,小笠原村,Ogasawara-mura,4370.8,61.5,39.7,19.8,25.8,8.1,59.7,53.6,77.1,9.7,3578.3,511
,,,,,,,,,,,,,,,
東京都統計年鑑 （平成23年）TOKYO STATISTICAL YEARBOOK ( 2011 )　1  土地・気象 1   LAND AND CLIMATE,,,,,,,,,,,,,,,
1-2  地域別土地利用面積（平成18年又は19年） 1-2  LAND USE BY DISTRICT ( 2006 or 2007 ）,,,,,,,,,,,,,,,
区部は平成18年8月，市部，郡部，島部は平成19年8月現在,,,,,,,,,,,,,,,
August 2006 figures for the metropolitan Ku areas and August 2007 figures for the Shi， Gun and Islands districts.,,,,,,,,,,,,,,,
注1) 地域の「中央防波堤埋立地」は，調査当時所属未定又は確認前の埋立地である。,,,,,,,,,,,,,,,
2) 土地利用区分の凡例   ,,,,,,,,,,,,,,,
その他 ： 採石場， ごみ捨て場等,,,,,,,,,,,,,,,
屋外利用地 ： 材料置場， 屋外駐車場， 飯場，　屋外展示場,,,,,,,,,,,,,,,
公園等 ： 公園緑地， 運動場， 野球場， 遊園地， ゴルフ場， テニスコート， 墓地等,,,,,,,,,,,,,,,
未利用地 ： 未建築宅地， 区画整理中の土地， 取りこわし跡地， 廃屋， 埋立地等,,,,,,,,,,,,,,,
道路等 ： 道路， 鉄道， 軌道， モノレール， 空港， 港湾,,,,,,,,,,,,,,,
道路 ： 農道， 林道， 街路， 歩行者道路， 自転車道路， 団地内通路,,,,,,,,,,,,,,,
農用地 ： 田， 畑， 樹園地， 採草放牧地,,,,,,,,,,,,,,,
水面 ： 河川，水路 ,,,,,,,,,,,,,,,
森林 ： 樹林， 竹林等木や竹が集団的に生育する土地， 山地,,,,,,,,,,,,,,,
原野 ： 野草地等小かん木類が生育する自然のままの土地， 荒地等,,,,,,,,,,,,,,,
Note:1) Area that does not fall under any municipality jurisdiction or has not yet been acknowledged by the municipality assembly. ,,,,,,,,,,,,,,,
2) Details of land use category:  ,,,,,,,,,,,,,,,
Other use : Quarries， refuse dumping-grounds， etc.,,,,,,,,,,,,,,,
Open air : Storage space， parking lots， construction camp， exhibition space,,,,,,,,,,,,,,,
Parks， etc. : Parks， athletic fields， baseball grounds， amusement parks， golf links， tennis courts， cemeteries， etc.,,,,,,,,,,,,,,,
Unused land : Residential sites prior to construction， sites undergoing zone adjustment， demolished sites， deserted buildings， reclaimed lands， etc.,,,,,,,,,,,,,,,
Roads and others : Roads， railway tracks， monorail tracks， airports， seaports.,,,,,,,,,,,,,,,
Roads : Farm roads， forest roads， urban roads， pavements， bicycle roads， private roads within apartment blocks,,,,,,,,,,,,,,,
Farm use : Rice paddies， ordinary fields， orchards， grazing lands.,,,,,,,,,,,,,,,
Water space : Rivers， canals,,,,,,,,,,,,,,,
Woods and forests: Lands or mountain regions with natural growth of trees and／or bamboo,,,,,,,,,,,,,,,
Fields : Grasslands and other uncultivated land with shrubbery， wastelands， etc.,,,,,,,,,,,,,,,
資料：都都市整備局都市づくり政策部土地利用計画課「東京の土地利用」 Source: Bureau of Urban Development， TMG,,,,,,,,,,,,,,,
地域階層（0:区部・市部・郡部・島部　1:区市町村）,,,,,,,,,,,,,,,
（単位　ヘクタ－ル）(In hectare),,,,,,,,,,,,,,,
